annotation_id,username,source_emotion,queried_emotion,task_type,file_name,rating,reaction_time_ms,sample_time_ms,created_at
fda0e32b-8e35-48c8-a732-4fe9dc53554a,user_1,Fatigue_Exhaustion,Triumph,ultimate,EN_5c3r3S-vZI4_W000017_emotion_reference.mp3,not_present,2823,6078,2026-04-15 22:34:13
7e6d7c7d-dfff-4022-a5c1-3f0b4b076158,user_1,Teasing,Teasing,affirmative,DE_B00000_S04213_W000046_speaker_reference.mp3,not_present,1877,11036,2026-04-15 22:34:10
134cff60-8e92-4019-80ef-8b41fae26ebb,user_1,Contentment,Contentment,affirmative,EN_B00068_S00150_W000002.mp3,strongly_present,3714,16796,2026-04-15 22:34:08
b929815b-ab02-4d88-b365-59652d68d817,user_1,Emotional_Numbness,Sexual_Lust,ultimate,EN_o_4PHXIoA8U_W000024.mp3,not_present,1992,18492,2026-04-15 22:34:03
4caa333d-e6bc-4d75-87b3-b0c36c9b2b2c,user_1,Relief,Relief,affirmative,EN_ze_f3GaN4y8_W000083.mp3,not_present,5233,12360,2026-04-15 22:34:00
7932609a-b655-4d68-a3d2-b5f35a2fbdb9,user_1,Confusion,Confusion,affirmative,EN_B00033_S03668_W000336.mp3,strongly_present,1792,5738,2026-04-15 22:33:55
aa1199af-5099-44aa-944a-0d98743f39c3,user_1,Amusement,Longing,ultimate,EN_B00028_S09434_W000002_emotion_reference.mp3,weakly_present,3072,15111,2026-04-15 22:33:53
72a12299-6898-4a91-976e-f954f195671e,user_1,Amusement,Amusement,affirmative,EN_B00008_S05352_W000101.mp3,strongly_present,1136,16516,2026-04-15 22:33:50
69541072-6403-44f4-adc1-856208d28709,user_1,Confusion,Sexual_Lust,ultimate,EN_f0LH6_Iv2WA_W000041.mp3,not_present,1733,11222,2026-04-15 22:33:48
9a4513e1-6580-4526-ab84-a0b62a40429e,user_1,Longing,Longing,affirmative,EN_B00044_S05525_W000006.mp3,not_present,2869,8590,2026-04-15 22:33:46
edec4b19-9f9a-4254-9b35-3bdb5711e2e7,user_1,Sadness,Sadness,affirmative,EN_B00024_S06336_W000004.mp3,strongly_present,1552,11376,2026-04-15 22:33:43
ee640c74-a6a6-4141-b908-7d723d60a3d8,user_1,Affection,Affection,affirmative,EN_B00014_S09013_W000025_emotion_reference.mp3,strongly_present,2720,5670,2026-04-15 22:33:41
b771547b-7c09-4f42-b945-f685ec3f47ec,user_1,Sourness,Infatuation,ultimate,EN_B00067_S04960_W000003.mp3,weakly_present,4939,27436,2026-04-15 22:33:38
5c7c2d38-3918-4d1e-bacb-428e448d9ecc,user_1,Confusion,Infatuation,ultimate,EN_GF3DmlIH9EI_W000007.mp3,weakly_present,2517,13243,2026-04-15 22:33:33
a62ee800-203c-4060-ad01-42c1f4142c22,user_1,Anger,Infatuation,ultimate,EN_nozqRU17IKg_W000074.mp3,weakly_present,2160,10672,2026-04-15 22:33:31
e8c65d88-d471-4949-ae60-3202119d4b04,user_1,Bitterness,Intoxication_Altered_States_of_Consciousness,ultimate,EN_mcKQHBndii8_W000093_emotion_reference.mp3,not_present,1567,11676,2026-04-15 22:33:28
03151b92-267d-485c-bd7a-89b90f005973,user_1,Sexual_Lust,Sexual_Lust,affirmative,EN_k2Gn45tGuF4_W000002_emotion_reference.mp3,strongly_present,2251,4193,2026-04-15 22:33:26
3a4c8511-664c-4e67-895a-491ff0cf1531,user_1,Bitterness,Bitterness,affirmative,EN_6lDHk9r8-ku_W000007.mp3,not_present,1666,23405,2026-04-15 22:33:24
b6361d98-513c-4f84-9114-ecf7be7295ab,user_1,Pride,Sexual_Lust,ultimate,EN_0DV4iNkrPPA_W000008.mp3,not_present,2044,12292,2026-04-15 22:33:22
470adbca-fd22-479a-ac99-9b01bd2ef8bd,user_1,Awe,Awe,affirmative,EN_B00006_S05977_W000003_emotion_reference.mp3,not_present,4208,6808,2026-04-15 22:33:19
fdf8480d-4a62-40ef-9b53-43019786faa0,user_1,Sourness,Sexual_Lust,ultimate,DE_4dAPLj6-vvo_W000011.mp3,not_present,3094,24508,2026-04-15 22:33:15
be66a78f-d102-4aad-9773-0037e810c76d,user_1,Confusion,Confusion,affirmative,EN_l__RfHns-zc_W000011_emotion_reference.mp3,not_present,1862,11511,2026-04-15 22:33:11
06df2130-f156-4043-b096-432d31c721f0,user_1,Teasing,Intoxication_Altered_States_of_Consciousness,ultimate,EN_B00053_S01230_W000069_emotion_reference.mp3,not_present,2569,4669,2026-04-15 22:33:09
5caa77db-d368-4912-9ea9-d953e858d7f3,user_1,Longing,Longing,affirmative,EN_ZbX3yMLClZI_W000004_speaker_reference.mp3,strongly_present,4320,19796,2026-04-15 22:33:07
a51243c8-ada2-43f6-a525-66c52b2d4e0f,user_1,Distress,Distress,affirmative,EN_B00021_S03708_W000001_emotion_reference.mp3,not_present,2261,6333,2026-04-15 22:33:02
1794c8f9-08f8-40a9-9daf-2b002e202b75,user_1,Contentment,Contentment,affirmative,EN_B00055_S09463_W000133.mp3,strongly_present,1744,15043,2026-04-15 22:32:59
2dba08bf-e523-4d23-b22a-02d62eea89b6,user_1,Malevolence_Malice,Embarrassment,ultimate,EN_ep0R3zYZRII_W000533_emotion_reference.mp3,not_present,2255,7080,2026-04-15 22:32:54
21cf8953-38e1-4cf2-89e8-2f00099ed6b2,user_1,Pleasure_Ecstasy,Pleasure_Ecstasy,affirmative,EN_RkDOsLbx394_W000041.mp3,strongly_present,2483,7370,2026-04-15 22:32:51
203b5b55-433e-42c4-9423-6aa1dfebd0d7,user_1,Awe,Embarrassment,ultimate,EN_B00049_S02660_W000009_emotion_reference.mp3,weakly_present,3083,15892,2026-04-15 22:32:49
01484fa2-dda5-4f1d-b7e8-37b8bc0b46a3,user_1,Contempt,Intoxication_Altered_States_of_Consciousness,ultimate,EN_OjWDO1nuBxA_W000089.mp3,not_present,1030,29558,2026-04-15 22:32:45
28c19c6a-3f6c-4153-9e86-0b7d94500feb,user_1,Sadness,Sadness,affirmative,DE_B00000_S06178_W000065.mp3,strongly_present,1229,10034,2026-04-15 22:32:44
ce8ee14f-0d6c-4d26-8cdb-5b4e0dd01c7a,user_1,Infatuation,Infatuation,affirmative,EN_2eI0d4ofLWk_W000119_emotion_reference.mp3,weakly_present,1973,4719,2026-04-15 22:32:43
8becdc56-1d06-4911-91d0-7a3e5113e3de,user_1,Intoxication_Altered_States_of_Consciousness,Longing,ultimate,EN_URmTPfNCfw0_W000094_emotion_reference.mp3,not_present,1340,3260,2026-04-15 22:32:40
646965f9-96e2-46a1-80fb-1aff4dc1dc0b,user_1,Elation,Elation,affirmative,EN_B00015_S03353_W000019_speaker_reference.mp3,not_present,1881,6468,2026-04-15 22:32:39
0b14746a-dd94-4eea-93ed-0f2db5ba1eee,user_1,Hope_Enthusiasm_Optimism,Hope_Enthusiasm_Optimism,affirmative,EN_B00045_S04381_W000001_speaker_reference.mp3,strongly_present,1706,13922,2026-04-15 22:32:37
3f48601a-d397-4ada-aa37-3f3d9c0b8c88,user_1,Thankfulness_Gratitude,Embarrassment,penultimate,EN_bMA94aTlg28_W000019.mp3,not_present,1717,6620,2026-04-15 22:32:34
8aab0259-f2e1-4da6-b24d-3387837e0407,user_1,Contentment,Intoxication_Altered_States_of_Consciousness,ultimate,EN_o-NF1fUeLHE_W000003.mp3,not_present,1176,16457,2026-04-15 22:32:32
3eec1a7d-aa9f-4d15-9c49-b7ba3eaa478a,user_1,Astonishment_Surprise,Infatuation,ultimate,EN_B00067_S07779_W000024.mp3,weakly_present,2224,7572,2026-04-15 22:32:30
709a575f-596e-4536-8160-0251d33767d6,user_1,Hope_Enthusiasm_Optimism,Hope_Enthusiasm_Optimism,affirmative,EN_B00095_S04198_W000000.mp3,strongly_present,1951,11800,2026-04-15 22:32:28
7c8ff3b3-d5e2-46aa-b83d-838277fa1aab,user_1,Confusion,Confusion,affirmative,EN_5OB5Bl6uWQI_W000134_emotion_reference.mp3,weakly_present,2231,10288,2026-04-15 22:32:26
45b3d69c-1866-4245-a91d-cd6a9c9f4507,user_1,Pleasure_Ecstasy,Fear,ultimate,EN_ZPhYGrFeQsu_W000050.mp3,not_present,1354,13148,2026-04-15 22:32:23
b2d0e166-b343-4391-8363-2168b23b461a,user_1,Jealousy___Envy,Fear,ultimate,EN_B00008_S04528_W000062.mp3,not_present,1574,8319,2026-04-15 22:32:21
476e6b81-6647-4811-bc9c-db9b2cf7edaf,user_1,Contentment,Contentment,affirmative,EN_B00085_S05447_W000002.mp3,strongly_present,1403,17052,2026-04-15 22:32:20
239aa662-4f54-49f3-9987-0b7fb3805d63,user_1,Longing,Longing,affirmative,EN_aBGm1WWqH7o_W000087.mp3,not_present,1793,18200,2026-04-15 22:32:18
2142de0c-e688-44c0-9b76-616830d92667,user_1,Embarrassment,Fear,penultimate,EN_le1MrQoehEU_W000179_emotion_reference.mp3,not_present,1916,18626,2026-04-15 22:32:16
a4e832f0-7970-43b2-adaa-d2a5fc99fae3,user_1,Affection,Intoxication_Altered_States_of_Consciousness,ultimate,EN_B00093_S09207_W000000.mp3,not_present,1131,6130,2026-04-15 22:32:14
ec9786d8-9022-4747-b5d1-6cfd0cc18d79,user_1,Pain,Pain,affirmative,EN_9zJBVkaHqbu_W000003_emotion_reference.mp3,strongly_present,1371,3412,2026-04-15 22:32:12
d31ddd29-f019-48a6-9b04-15481333f786,user_1,Teasing,Teasing,affirmative,EN_B00049_S08647_W000000.mp3,weakly_present,1954,13684,2026-04-15 22:30:29
c42da15c-792e-4587-bc5d-d10a844061e6,user_1,Fear,Fear,affirmative,EN_B00070_S09790_W000001_emotion_reference.mp3,not_present,2075,14075,2026-04-15 22:30:27
6d638f41-18b1-49af-86e2-46c79bdcb2fc,user_1,Sadness,Sadness,affirmative,EN_B00027_S06282_W000000.mp3,strongly_present,1482,7488,2026-04-15 22:30:25
d1762015-cfc0-44f8-9571-715dd3e992d4,user_1,Astonishment_Surprise,Longing,ultimate,EN_FbtRhgbCZfy_W000027_emotion_reference.mp3,not_present,2137,13939,2026-04-15 22:30:23
dea1379b-9d9a-4dbd-9451-520a406a546c,user_1,Contemplation,Contemplation,affirmative,EN_AESxRM7bbqc_W000151_emotion_reference.mp3,not_present,1870,6842,2026-04-15 22:30:20
0945da31-ecfc-4681-8add-e73fce45fb6f,user_1,Hope_Enthusiasm_Optimism,Longing,penultimate,EN_B00039_S03268_W000050.mp3,not_present,26253,8210,2026-04-15 22:30:18
90af541c-f00f-4360-b3fb-c14b925ec364,user_1,Sadness,Sadness,affirmative,EN_B00036_S09752_W000012.mp3,strongly_present,1626,6095,2026-04-15 22:29:52
6144e847-66a7-446f-ba32-aeff71d2334b,user_1,Disappointment,Emotional_Numbness,penultimate,EN_B00027_S02746_W000049.mp3,not_present,5084,10476,2026-04-15 22:29:50
85f7071c-98cc-4507-b56e-5dddabb96f17,user_1,Disgust,Disgust,affirmative,EN_B00043_S01352_W000001.mp3,strongly_present,1445,6417,2026-04-15 22:29:45
68fdcc6e-8fdf-4e7a-8719-451f803c511e,user_1,Teasing,Sexual_Lust,ultimate,EN_B00028_S05416_W000030_speaker_reference.mp3,not_present,1748,13628,2026-04-15 22:29:43
fdcacf23-d778-4975-8d60-0a249e3e12ff,user_1,Helplessness,Sourness,penultimate,EN_5ul0Xue5GyU_W000003_emotion_reference.mp3,strongly_present,1947,8574,2026-04-15 22:29:39
b1f780e4-7335-4667-8033-3fa005926422,user_1,Intoxication_Altered_States_of_Consciousness,Fatigue_Exhaustion,penultimate,EN_eSZUIq3OkvA_W000119.mp3,weakly_present,2923,4178,2026-04-15 22:29:37
17374322-c078-44ef-89e1-beb2d0036faa,user_1,Shame,Shame,affirmative,EN_B00067_S04121_W000037.mp3,strongly_present,1732,8845,2026-04-15 22:29:34
d987eabb-2c7b-4035-8ce4-f42dab185724,user_1,Thankfulness_Gratitude,Sexual_Lust,ultimate,EN_IDgUwX82ccA_W000037.mp3,not_present,1438,10900,2026-04-15 22:29:32
112dc99a-24b8-47fb-b409-fcaf92895c79,user_1,Contemplation,Contemplation,affirmative,EN_fInpx6GUpPg_W000063.mp3,strongly_present,3459,16220,2026-04-15 22:29:31
bd530d0a-1cd2-4303-9878-4fda99d5cca5,user_1,Confusion,Confusion,affirmative,EN_B00076_S03841_W000027_emotion_reference.mp3,not_present,1575,12683,2026-04-15 22:29:27
5034342b-0670-42ba-9f56-71872a71e138,user_1,Anger,Hope_Enthusiasm_Optimism,penultimate,EN_fikn1djqU2I_W000124.mp3,strongly_present,1299,7691,2026-04-15 22:29:25
22c76b14-abed-4a0b-a5a1-69937ffb4f61,user_1,Longing,Longing,affirmative,EN_B00039_S03322_W000034_speaker_reference.mp3,not_present,4763,13871,2026-04-15 22:25:56
10994fdc-e27c-44b5-8d75-df81f69097f7,user_1,Emotional_Numbness,Emotional_Numbness,affirmative,EN_QfzsmFG_lbI_W000046.mp3,strongly_present,1589,17500,2026-04-15 22:25:51
d22288ea-b808-4a58-a445-6108183fdd64,user_1,Sourness,Intoxication_Altered_States_of_Consciousness,ultimate,EN_ayX83Vdv858_W000000_emotion_reference.mp3,not_present,1057,16028,2026-04-15 22:25:49
baa73947-1cbe-4fef-b74f-32de746fb53b,user_1,Impatience_and_Irritability,Impatience_and_Irritability,affirmative,EN_0Kvc6XS9Bm8_W000063_emotion_reference.mp3,strongly_present,1033,12088,2026-04-15 22:25:48
ff5dd504-070f-4e1c-802c-a38d4bef8b29,user_1,Jealousy___Envy,Sexual_Lust,ultimate,DE_-syUfKzEMsc_W000149_emotion_reference.mp3,not_present,19354,6825,2026-04-15 22:25:47
59da1386-ed4d-483a-8f7c-e06083c2a111,user_1,Fatigue_Exhaustion,Fatigue_Exhaustion,affirmative,EN_B00058_S05849_W000025.mp3,not_present,1660,14465,2026-04-15 22:25:27
2549bec1-bb34-4101-aa44-7ba70465c57c,user_1,Astonishment_Surprise,Astonishment_Surprise,affirmative,EN_hZssOEv6RTu_W000151.mp3,strongly_present,1740,3107,2026-04-15 22:25:25
f0f4e9d2-c12c-4537-b5ae-bc32e4df4eb5,user_1,Distress,Distress,affirmative,EN_WpERoNIxhnM_W000262_emotion_reference.mp3,strongly_present,1698,9711,2026-04-15 22:25:23
820f1f90-af1f-4604-9681-7a63ac68d733,user_1,Infatuation,Infatuation,affirmative,EN_SoJGpJLzg5y_W000051.mp3,strongly_present,1175,3345,2026-04-15 22:25:21
656b45e0-3516-4d19-9d0b-69827acb7dfe,user_1,Contentment,Contentment,affirmative,EN_B00095_S02857_W000000.mp3,not_present,43730,14844,2026-04-15 22:25:20
a8ef7730-e90e-46fd-8549-1b7b3eb546bd,user_1,Fear,Fear,affirmative,EN_B00021_S04741_W000038_emotion_reference.mp3,not_present,1284,8540,2026-04-15 22:24:09
84c8f1a8-c96b-4c6d-b60f-9ff80c0aef97,user_1,Fear,Fear,affirmative,EN_B00036_S03212_W000390.mp3,strongly_present,1455,18472,2026-04-15 22:24:07
e719932c-a5fb-44c8-a42b-b898decf95c6,user_1,Relief,Relief,affirmative,EN_B00034_S06272_W000055.mp3,weakly_present,1448,4737,2026-04-15 22:24:05
33de174d-acdf-4968-b413-520aa12ae98a,user_1,Pleasure_Ecstasy,Pleasure_Ecstasy,affirmative,EN_B00029_S03812_W000079_emotion_reference.mp3,weakly_present,1614,3328,2026-04-15 22:24:04
a433b536-a0b9-48ae-9753-05d4e0f3aab5,user_1,Jealousy___Envy,Jealousy___Envy,affirmative,EN_sXXZcWU5-Ty_W000124.mp3,not_present,13451,5382,2026-04-15 22:24:02
22337b9c-b3b0-4468-9c83-602f3c37ff5b,user_1,Sexual_Lust,Sexual_Lust,affirmative,EN_B00038_S07809_W000020.mp3,strongly_present,4114,27351,2026-04-15 22:23:48
